,City,Neighborhood,Studio,1BR,2BR,Budget,Locations,0_l-1,0_l-2,0_l-3,dem-1,dem-2,dem-3,dem-4,dem-5,dem-6,dem-7,dem-8,dem-9,dem-10,eng-1,eng-2,eng-3,eng-4,env-1,env-2,env-3,env-4,hea-1,hea-2,hea-3,hea-4,hea-5,liv-1,liv-2,liv-3,liv-4,liv-5,liv-6,liv-7,nei-1,nei-2,nei-3,nei-4,nei-5,nei-6,nei-7,nei-8,nei-9,opp-1,opp-2,opp-3,opp-4,tra-1,tra-2,tra-3,tra-4,tra-5,tra-6,tra-7
62,"Chicago, IL",South East Ravenswood,,1425,1700,Average,"South East Ravenswood, Chicago, IL",41.9688072,"South East Ravenswood, Chicago, IL",-87.6791713,78,53973,40,13,3,5,10,35,3,1489,70.3,0.09,5.387,0.934,11,1.2,0,0,99.2,15,21.2,54.349,12.9,35,56,54,46,77,35,95,8,0,2,39507,89655,311,0.752,40506,0,0.738,81,0.503,0.784,100,34.783,2.727,166,9100,26.71,1.34
63,"Chicago, IL",South Loop,,2690,3650,Pricey,"South Loop, Chicago, IL",41.8674081,"South Loop, Chicago, IL",-87.6275005,78,97353,21,3,22,17,10,6,3,3144,37.6,0.119,5.387,0.934,11,1.2,0,17.6,99.2,16,24.3,54.349,13.3,34,41,51,34,77,31,87,8,0,10,10765,232895,311,0.971,104356,4.5,0.83,62,0.503,0.784,100,34.783,5.535,461,9817,27.46,1.05
64,"Chicago, IL",South Shore,,825,970,Cheap,"South Shore, Chicago, IL",41.7589929,"South Shore, Chicago, IL",-87.5700257,78,32232,38,14,97,0,10,1,9,956,71.2,0.146,5.387,0.934,11,1.2,0,0,99.2,15,39.1,54.349,19.6,38,56,37,54,71,42,86,7,1,1,12307,75386,311,0.541,22010,23.5,0.885,77,0.503,0.784,100,34.783,7.063,166,10755,25.57,1.32
65,"Chicago, IL",Streeterville,1948,2250,3650,Pricey,"Streeterville, Chicago, IL",41.8927362,"Streeterville, Chicago, IL",-87.6200416,78,56986,17,3,0,29,10,7,9,970,61.1,0.13,5.387,0.934,11,1.2,0,96.8,99.2,0,17.3,54.349,9.3,36,25,71,45,82,20,100,18,0,11,138895,264704,311,0.864,128871,3.2,0.567,67,0.503,0.784,100,34.783,4.279,1192,7035,29.72,4.6
66,"Chicago, IL",The Loop,1960,1921,2813,Pricey,"The Loop, Chicago, IL",41.8786351,"The Loop, Chicago, IL",-87.6250549,78,87250,24,5,12,10,10,4,6,1143,1.6,0.122,5.387,0.934,11,1.2,0,54.4,99.2,0,15.3,54.349,13.2,27,34,68,34,82,18,95,24,1,4,31147,372668,311,0.823,148415,37.9,0.572,62,0.503,0.784,100,34.783,5.082,1870,9947,28.37,1.55
67,"Chicago, IL",West Loop,1688,1967,,Pricey,"West Loop, Chicago, IL",41.8854407,"West Loop, Chicago, IL",-87.6627342,78,122321,20,10,10,5,10,0,6,1047,2.6,0.095,5.387,0.934,11,1.2,4.83E-08,0,99.2,17,21.6,54.349,12.9,26,22,52,60,71,38,94,7,0,3,11782,251084,311,0.809,94938,20.7,0.837,77,0.503,0.784,100,34.783,4.88,138,9141,27.47,1.73
68,"Chicago, IL",West Rogers Park,,1020,1365,Cheap,"West Rogers Park, Chicago, IL",42.0005804,"West Rogers Park, Chicago, IL",-87.6925767,78,45313,29,11,18,38,10,33,14,1230,100,0.106,5.387,0.934,11,1.2,0,0,99.2,15,24.9,54.349,17.6,41,56,47,49,77,39,100,22,1,3,25500,75325,311,0.524,16026,13.2,0.845,78,0.503,0.784,100,34.783,2.955,201,9997,25,1.98
69,"Chicago, IL",West Town,1623,1850,1875,Pricey,"West Town, Chicago, IL",41.8935946,"West Town, Chicago, IL",-87.6721671,78,66143,10,4,2,1,10,50,10,1658,100,0.086,5.387,0.934,11,1.2,0,0,99.2,17,25.7,54.349,16.5,39,56,46,42,78,30,94,9,0,5,43040,211332,311,0.942,70078,2.6,0.782,67,0.503,0.784,100,34.783,4.465,279,9504,25.99,1.45
70,"Chicago, IL",Wheaton,,1131,,Cheap,"Wheaton, Chicago, IL",41.8938192,"Wheaton, Chicago, IL",-87.6237819,78,101354,67,33,3,11,10,0,2,923,57.1,0.127,5.387,0.934,11,1.2,0,73.1,99.2,0,19.6,54.349,10,36,31,68,36,81,18,100,24,0,8,262888,300712,311,0.839,118662,10.9,0.526,67,0.503,0.784,100,34.783,4.446,1396,8388,27.41,4.22
71,"Chicago, IL",Wrightwood,,1675,1995,Pricey,"Wrightwood, Chicago, IL",41.7457436,"Wrightwood, Chicago, IL",-87.6912862,78,71058,33,9,91,1,10,6,7,2356,91.3,0.103,5.387,0.934,11,1.2,0,0,99.2,14,34.8,57.517,17.4,38,56,47,35,68,40,79,1,0,1,15150,45700,311,0.64,9116,0,0.835,80,0.503,0.784,100,34.783,4.851,146,12453,27.24,1.12
72,"Dallas-Fort Worth, TX",Addison,,1132,,Average,"Addison, Dallas-Fort Worth, TX",32.96179,"Addison, Dallas-Fort Worth, TX",-96.8291685,78,57028,16,3,13,9,9,14,3,1563,90.7,0.182,6.161,0.973,5.667,3.5,0,0,97.6,0,26.8,44.654,11.6,52,54,68,65,65,37,65,1,0,1,12203,387618,375,0.845,27949,11.3,0.622,88,0.502,0.821,81.5,34.008,5.175,46.667,8842,31.69,0.97
73,"Dallas-Fort Worth, TX",Galleria,,1315,1588,Pricey,"Galleria, Dallas-Fort Worth, TX",32.9290218,"Galleria, Dallas-Fort Worth, TX",-96.8200386,78,44000,15,2,19,0,9,47,21,1707,90.3,0.19,6.161,0.973,5.667,3.5,0,11.4,97.6,0,26.8,44.654,11.6,52,41,68,84,64,37,58,3,0,0,18136,449794,375,0.772,48096,4,0.659,88,0.502,0.821,81.5,34.008,6.206,51.667,9224,38.82,1.05
74,"Dallas-Fort Worth, TX",Central Dallas,,1444,2198,Pricey,"Central Dallas, Dallas-Fort Worth, TX",32.7790911,"Central Dallas, Dallas-Fort Worth, TX",-96.8002704,78,81029,11,0,19,7,9,12,6,1617,89.3,0.164,6.161,0.973,5.667,3.5,0,0,97.6,0,23.4,44.654,11.2,53,56,73,61,84,39,92,8,1,9,56380,341484,375,0.935,96998,17.5,0.587,92,0.502,0.821,81.5,34.008,14.116,971,7884,28.49,3.41
75,"Dallas-Fort Worth, TX",CentrePort Business Park,,1336,1621,Pricey,"CentrePort Business Park, Dallas-Fort Worth, TX",32.9330819,"CentrePort Business Park, Dallas-Fort Worth, TX",-97.3235651,78,77760,43,12,0,0,10,9,1,1045,63.5,0.138,5.975,0.996,16,1.7,0.00050804,5.2,97,0,28.5,54.235,15.5,52,36,62,50,40,70,37,0,0,0,159,80613,375,0.558,0,7.1,0.968,92,0.464,0.821,81.3,0,4.118,0,14745,42.11,0.62
76,"Dallas-Fort Worth, TX",City Center District,1602,1657,1936,Pricey,"City Center District, Dallas-Fort Worth, TX",32.7850787,"City Center District, Dallas-Fort Worth, TX",-96.7970664,78,99306,3,0,16,13,9,15,0,677,92.4,0.166,6.161,0.973,5.667,3.5,0,20,97.6,0,25.4,44.654,14.5,53,40,68,56,82,29,71,10,1,7,18614,350250,375,0.939,94349,22.7,0.538,82,0.502,0.821,81.5,34.008,14.253,799,13820,31.52,2.31
77,"Dallas-Fort Worth, TX",Planto,,1090,1518,Average,"Planto, Dallas-Fort Worth, TX",33.0198431,"Planto, Dallas-Fort Worth, TX",-96.6988856,81,48781,21,11,1,4,6,46,16,1613,97.6,0.182,4.941,0.973,6,0.3,0,0,95.2,0,35.1,43.347,20.5,57,61,59,82,79,66,68,3,1,4,7073,226556,194,0.834,14985,11.1,0.804,94,0.431,0.821,81.3,34.008,4.536,13,9291,26.52,1.1
78,"Dallas-Fort Worth, TX",Dallas Downtown,,1231,1784,Pricey,"Dallas Downtown, Dallas-Fort Worth, TX",32.7790911,"Dallas Downtown, Dallas-Fort Worth, TX",-96.8002704,78,81029,11,0,19,7,9,12,6,1617,89.3,0.164,6.161,0.973,5.667,3.5,0,0,97.6,0,23.4,44.654,11.2,53,56,73,61,84,39,92,8,1,9,56380,341484,375,0.935,96998,17.5,0.587,92,0.502,0.821,81.5,34.008,14.116,971,7884,28.49,3.41
79,"Dallas-Fort Worth, TX",Deep Ellum,,1106,1619,Average,"Deep Ellum, Dallas-Fort Worth, TX",32.7843924,"Deep Ellum, Dallas-Fort Worth, TX",-96.7801849,78,43355,17,2,16,4,9,36,16,1305,86,0.167,6.161,0.973,5.667,3.5,1.20E-09,48.1,97.6,16,31.8,44.654,17.6,52,18,51,68,60,46,56,0,0,1,7308,406544,375,0.647,52310,12.5,0.737,92,0.502,0.821,81.5,34.008,13.464,33.667,8601,39.9,1.17
80,"Dallas-Fort Worth, TX",Greenway,,1208,1693,Pricey,"Greenway, Dallas-Fort Worth, TX",32.7728007,"Greenway, Dallas-Fort Worth, TX",-97.3226286,78,38631,28,10,17,0,10,44,15,1928,67.5,0.11,5.975,0.996,16,1.7,7.28E-09,20,97,0,35,54.235,17.7,53,10,57,69,60,45,43,0,0,3,946,145279,375,0.897,14846,8.2,0.727,82,0.464,0.821,81.3,34.008,10.456,2.667,10868,34.05,0.75
81,"Dallas-Fort Worth, TX",Las Colinas,,1158,,Pricey,"Las Colinas, Dallas-Fort Worth, TX",32.8958605,"Las Colinas, Dallas-Fort Worth, TX",-96.9588229,78,72933,16,1,9,39,9,13,2,2169,65.4,0.282,6.161,0.973,5.667,3.5,0,16.1,97.6,0,18,44.654,9.3,53,40,77,57,55,45,41,0,0,0,4217,409056,375,0.772,10049,6,0.663,95,0.502,0.821,81.5,34.008,10.976,0,9864,36.42,0.89
82,"Dallas-Fort Worth, TX",Legends at Ridgeview Ranch Apartments,,1077,1431,Average,"Legends at Ridgeview Ranch Apartments, Dallas-Fort Worth, TX",33.1182297,"Legends at Ridgeview Ranch Apartments, Dallas-Fort Worth, TX",-96.7380257,81,49645,15,5,24,12,6,13,17,2313,47,0.121,4.941,0.973,6,0.3,4.40E-05,23.3,95.2,0,24.2,43.347,11.6,48,42,74,64,51,76,42,0,0,0,4845,133509,194,0.947,0,13.1,0.855,98,0.431,0.821,81.3,34.008,3.073,0,10170,41.86,0.79
83,"Dallas-Fort Worth, TX",West Creek Estates,,1435,,Pricey,"West Creek Estates, Dallas-Fort Worth, TX",33.0737777,"West Creek Estates, Dallas-Fort Worth, TX",-96.7186283,81,116625,32,5,0,29,6,1,4,1236,93.5,0.128,4.941,0.973,6,0.3,0,0,95.2,0,26.6,43.347,13.9,54,61,70,35,61,74,46,0,0,1,9644,174924,194,0.603,0,0,0.888,96,0.431,0.821,81.3,34.008,3.243,0,13110,31.94,0.96
84,"Dallas-Fort Worth, TX",McKinney,,953,1341,Cheap,"McKinney, Dallas-Fort Worth, TX",33.1983388,"McKinney, Dallas-Fort Worth, TX",-96.6389342,81,64874,20,7,6,0,6,2,7,2015,93.5,0.129,4.941,0.973,6,0.3,0,16.6,95.2,0,28.1,51.966,14.5,54,46,64,54,56,81,44,0,0,0,4073,144639,194,0.684,0,0,0.959,96,0.431,0.821,81.3,9.288,5.176,0,12580,36.42,0.74
85,"Dallas-Fort Worth, TX",Oak Lawn,,1495,2346,Pricey,"Oak Lawn, Dallas-Fort Worth, TX",32.8096731,"Oak Lawn, Dallas-Fort Worth, TX",-96.8029993,78,99344,32,10,9,11,9,11,8,1367,76,0.172,6.161,0.973,5.667,3.5,0,0,97.6,0,23.5,44.654,10.7,52,56,73,58,70,40,69,4,0,2,16749,334392,375,0.783,46416,8.2,0.781,82,0.502,0.821,81.5,34.008,13.723,72,8347,28.28,1.19
86,"Dallas-Fort Worth, TX",Prestonwood,,1242,,Pricey,"Prestonwood, Dallas-Fort Worth, TX",33.0403039,"Prestonwood, Dallas-Fort Worth, TX",-96.8436335,80,64583,60,22,7,4,8,1,1,2266,72.5,0.163,4.81,0.973,15,6.5,0,5,96.2,0,23.3,44.654,11.3,51,36,71,44,54,62,43,0,0,1,2919,273858,196,0.517,0,5.5,0.591,98,0.43,0.821,88.1,34.008,3.962,0,12684,31.21,0.69
87,"Dallas-Fort Worth, TX",The Fairways,,718,,Cheap,"The Fairways, Dallas-Fort Worth, TX",33.1721075,"The Fairways, Dallas-Fort Worth, TX",-96.8659262,80,125417,19,4,10,0,8,15,0,1824,98.2,0.185,4.81,0.973,15,6.5,0,0,96.2,0,23.9,51.966,10.5,55,47,71,30,54,71,50,0,0,0,5309,126853,196,0.888,0,1.7,0.727,99,0.43,0.821,88.1,34.008,1.839,0,14105,27.25,0.76
88,"Dallas-Fort Worth, TX",Waxahachie,,3745,,Pricey,"Waxahachie, Dallas-Fort Worth, TX",32.3865312,"Waxahachie, Dallas-Fort Worth, TX",-96.8483311,78,62000,27,6,43,0,13,14,23,1235,0,0.098,8.978,0.973,1,1.9,0,1.8,76.6,0,29.4,56.507,20.5,42,57,54,78,39,69,41,0,0,0,302,21557,204,0.371,0,10.9,0.888,89,0.41,0.821,81.3,0,12.682,0,13969,31.14,0.65
89,"Los Angeles, CA",Anaheim,1408,1350,1650,Cheap,"Anaheim, Los Angeles, CA",33.7841434,"Anaheim, Los Angeles, CA",-118.3011986,81,53528,16,6,29,14,9,37,7,1338,80,0.121,4.298,0.918,115,0.9,0,6.7,97.6,0,28,35.666,16.8,41,31,67,70,68,41,69,1,0,1,35916,223033,259,0.581,10791,3.4,0.886,72,0.501,0.788,99.9,49.269,4.913,10.333,10312,25.73,0.85
90,"Los Angeles, CA",Beverly Hills,,2950,5195,Pricey,"Beverly Hills, Los Angeles, CA",34.0736204,"Beverly Hills, Los Angeles, CA",-118.4003563,81,73361,35,21,3,7,9,7,10,3884,9.5,0.339,4.298,0.918,115,0.9,0,86.8,97.6,0,21.2,45.202,13.4,40,14,66,38,72,58,79,8,0,1,20943,233184,259,0.835,37615,8.1,0.897,94,0.501,0.788,99.9,49.269,5.26,53.667,9207,27.66,1.22
91,"Los Angeles, CA",Del Aire,,2590,,Pricey,"Del Aire, Los Angeles, CA",33.9161251,"Del Aire, Los Angeles, CA",-118.3695196,81,73924,35,9,3,9,9,45,12,1209,56.3,0.287,4.298,0.918,115,0.9,0,90.3,97.6,0,25.9,48.58,12.8,44,13,66,36,83,55,53,1,1,2,8820,339577,259,0.863,13575,0,0.974,80,0.501,0.788,99.9,49.269,5.252,0,12293,30.62,1
92,"Los Angeles, CA",East LA,,1750,2473,Average,"East LA, Los Angeles, CA",34.0224417,"East LA, Los Angeles, CA",-118.1669736,81,33036,18,9,0,0,9,100,42,2035,37.1,0.232,4.298,0.918,115,0.9,0,52.3,97.6,0,21.2,45.202,13.4,40,20,66,56,68,36,77,9,0,0,22430,336517,259,0.808,35008,6.6,0.825,72,0.501,0.788,99.9,49.269,6.291,150,10462,28.53,1.29
93,"Los Angeles, CA",Hollywood Hills West,,1995,3500,Average,"Hollywood Hills West, Los Angeles, CA",34.1130405,"Hollywood Hills West, Los Angeles, CA",-118.3862306,81,111932,20,4,2,2,9,5,6,924,42.7,0.402,4.298,0.918,115,0.9,0,0,97.6,0,21.4,45.202,11.4,49,42,68,23,56,37,51,1,0,0,6159,106770,259,0.927,0,4.6,0.837,72,0.501,0.788,99.9,49.269,4.914,0,13366,25,0.62
94,"Los Angeles, CA",Huntington Beach,,1550,2000,Cheap,"Huntington Beach, Los Angeles, CA",33.6594835,"Huntington Beach, Los Angeles, CA",-117.9988026,82,63042,18,5,0,6,8,5,16,1238,0,0.189,4.358,0.912,19,0,0,53.4,98.7,0,19.3,32.949,12.4,31,40,65,46,70,57,68,2,1,1,18010,107163,196,0.525,9901,28.1,0.74,97,0.467,0.788,97.9,49.269,6.111,34,10754,29.54,1.4
95,"Los Angeles, CA",Irvine Center,,2040,2588,Pricey,"Irvine Center, Irvine, CA",33.6508815,"Irvine Center, Irvine, CA",-117.7441118,82,89052,13,0,0,21,8,10,7,2346,0,0.175,4.358,0.912,19,0,0,49.2,98.7,0,16,16.336,10.8,32,40,89,49,62,51,47,3,0,0,6110,290572,196,0.742,15125,9.8,0.681,95,0.467,0.788,97.9,49.269,4.345,34.333,10395,53.25,0.91
96,"Los Angeles, CA",Mid-City West,,2325,3500,Pricey,"Mid-City West, Los Angeles, CA",34.0307517,"Mid-City West, Los Angeles, CA",-118.479097,81,67750,23,8,0,14,9,5,3,1021,0,0.496,4.298,0.918,115,0.9,0,62,97.6,0,19.1,27.818,10,39,18,83,38,81,60,83,6,0,3,49893,284242,259,0.848,19873,0,0.902,95,0.501,0.788,99.9,49.269,4.855,197,9465,25.85,1.12
97,"Los Angeles, CA",Mission Junction,,2138,,Pricey,"Mission Junction, Los Angeles, CA",34.0625114,"Mission Junction, Los Angeles, CA",-118.2275733,81,12629,24,10,4,13,9,82,63,1340,47.3,0.211,4.298,0.918,115,0.9,0.0055591,0,97.6,0,26.6,45.202,20.3,42,35,56,100,78,38,72,8,0,1,11732,354724,259,0.8,73240,0,0.844,72,0.501,0.788,99.9,49.269,5.342,47.333,8757,30.2,0.84
98,"Los Angeles, CA",Park Newport,,4050,5205,Pricey,"Park Newport, Los Angeles, CA",33.6268197,"Park Newport, Los Angeles, CA",-117.8808945,82,65250,35,22,0,6,8,8,3,1369,73.5,0.192,4.358,0.912,19,0,0,13.7,98.7,0,18,19.826,10.1,44,48,94,51,66,60,56,1,0,2,12032,190656,196,0.795,13371,22,0.779,97,0.467,0.788,97.9,49.269,5.263,0,9603,29.98,1.02
99,"Los Angeles, CA",Pasadena,2309,1725,,Average,"Pasadena, Los Angeles, CA",34.1477849,"Pasadena, Los Angeles, CA",-118.1445155,81,15859,53,13,0,0,9,6,31,179,21.5,0.302,4.298,0.918,115,0.9,0,60.2,97.6,0,21.7,34.639,11.7,42,19,80,91,81,40,71,5,1,3,21953,327453,259,0.911,43530,21.3,0.737,86,0.501,0.788,99.9,49.269,3.138,114,9470,44.88,1.38
100,"Los Angeles, CA",Rancho Cucamonga,1995,1655,,Cheap,"Rancho Cucamonga, Los Angeles, CA",34.1063989,"Rancho Cucamonga, Los Angeles, CA",-117.5931084,78,34451,18,6,15,1,11,42,16,2158,0,0.075,3.351,0.853,132,1.3,0,12.6,90.1,0,27.1,35.123,16.5,10,26,61,60,55,50,45,5,0,0,8599,93299,301,0.813,0,2.7,0.845,95,0.443,0.574,80,49.269,5.613,0,10476,30.19,0.85
101,"Los Angeles, CA",Redondo Beach,,2100,2850,Pricey,"Redondo Beach, Los Angeles, CA",33.8491816,"Redondo Beach, Los Angeles, CA",-118.3884078,81,127128,31,11,0,18,9,8,7,2122,0,0.269,4.298,0.918,115,0.9,0,63.2,97.6,0,19.7,27.062,10.4,31,18,82,33,79,62,71,3,1,2,16146,155344,259,0.878,12363,6.8,0.94,95,0.501,0.788,99.9,49.269,3.721,20.333,11769,27.59,1.18
102,"Los Angeles, CA",South LA,,1595,2150,Cheap,"South LA, Los Angeles, CA",33.9891116,"South LA, Los Angeles, CA",-118.2914872,81,41667,29,7,29,1,9,65,19,2358,76.7,0.197,4.298,0.918,115,0.9,0,50.9,97.6,0,36.5,45.202,22.3,44,20,49,54,67,44,68,11,0,0,20356,322411,259,0.758,35321,9.8,0.926,72,0.501,0.788,99.9,49.269,7.024,80,10838,28.45,0.86
103,"Los Angeles, CA",Torrance,,1595,2195,Cheap,"Torrance, Los Angeles, CA",33.8358492,"Torrance, Los Angeles, CA",-118.3406288,81,105737,34,20,0,40,9,16,0,770,50.3,0.143,4.298,0.918,115,0.9,0,84.6,97.6,0,18.1,27.062,10.9,38,14,83,20,82,66,54,1,1,1,7592,278318,259,0.843,21166,0,0.887,99,0.501,0.788,99.9,49.269,4.346,0,12813,28.55,0.94
104,"Los Angeles, CA",Venice,,2900,5323,Pricey,"Venice, Los Angeles, CA",33.9850469,"Venice, Los Angeles, CA",-118.4694832,81,88494,21,9,20,18,9,18,10,700,0,0.512,4.298,0.918,115,0.9,0,0,97.6,0,20.4,27.818,9.9,41,42,83,42,74,35,84,7,1,1,11802,144204,259,0.674,7952,20.6,0.734,79,0.501,0.788,99.9,49.269,4.705,116,9938,25.99,1.42
105,"Los Angeles, CA",West Hollywood,,2450,5273,Pricey,"West Hollywood, Los Angeles, CA",34.0900091,"West Hollywood, Los Angeles, CA",-118.3617443,81,40125,40,27,0,15,9,6,18,684,80.5,0.299,4.298,0.918,115,0.9,0,55.4,97.6,0,21.2,45.202,13.4,49,19,66,58,66,38,88,13,0,0,19992,190740,259,0.861,41788,20.7,0.737,82,0.501,0.788,99.9,49.269,4.803,148,8504,31.61,1.91
106,"Los Angeles, CA",West Los Angeles,2766,2163,,Pricey,"West Los Angeles, Los Angeles, CA",34.0412085,"West Los Angeles, Los Angeles, CA",-118.442596,81,63430,32,17,4,36,9,27,11,1615,0,0.398,4.298,0.918,115,0.9,0.0005724,64.6,97.6,0,17.3,45.202,11.4,37,14,71,37,72,45,58,6,0,1,15312,398700,259,0.934,10640,10.4,0.802,88,0.501,0.788,99.9,49.269,4.8,50.333,10723,47.47,1.19
107,"Los Angeles, CA",Westwood,,1000,4500,Cheap,"Westwood, Los Angeles, CA",34.0635016,"Westwood, Los Angeles, CA",-118.4455164,81,67250,21,6,0,12,9,0,14,421,0,0.419,4.298,0.918,115,0.9,0,23.1,97.6,0,16.4,45.202,9.2,38,25,74,43,78,33,94,9,1,2,42841,329873,259,0.702,34005,39.9,0.553,88,0.501,0.788,99.9,49.269,4.668,608,9018,26.35,1.64
108,"Los Angeles, CA",Wilshire Center - Koreatown,,1750,,Average,"Wilshire Center - Koreatown, Los Angeles, CA",34.0597117,"Wilshire Center - Koreatown, Los Angeles, CA",-118.3008918,81,35563,19,7,2,28,9,62,31,3192,33.4,0.207,4.298,0.918,115,0.9,0,0,97.6,0,22.6,45.202,17.4,40,42,61,69,84,34,96,28,1,1,105022,296516,259,0.842,85586,12.7,0.79,72,0.501,0.788,99.9,49.269,6.011,247,7158,25,1.5
109,"Miami, FL",Aventura,,1700,,Pricey,"Aventura, Miami, FL",25.9564812,"Aventura, Miami, FL",-80.1392121,81,37070,27,14,9,2,10,23,18,975,27.3,0.245,3.573,0.913,1.333,0.7,0,50.7,98.9,0,20.7,71.407,16.2,38,46,59,67,63,27,59,8,0,2,22139,169668,466,0.651,9826,34.2,0.627,89,0.526,0.713,75.9,33.438,8.775,37,10389,32.74,1
110,"Miami, FL",Boca Del Mar,,1308,,Cheap,"Boca Del Mar, Miami, FL",26.345078,"Boca Del Mar, Miami, FL",-80.1467115,81,52163,54,39,0,8,12,16,5,2270,26.2,0.193,4.228,1.021,1.667,5.6,0,22.4,97.7,0,21.5,40.137,18.2,55,42,62,64,49,32,38,1,0,0,2736,119508,343,0.838,0,18.7,0.664,92,0.515,0.713,75.9,33.438,10.329,0,11885,32.72,0.73
111,"Miami, FL",Boca Raton,,1300,2000,Cheap,"Boca Raton, Miami, FL",26.3683064,"Boca Raton, Miami, FL",-80.1289321,81,137222,43,19,0,7,12,1,2,1021,47.5,0.217,4.228,1.021,1.667,5.6,0,34.7,97.7,0,19.4,40.137,10.8,58,40,71,25,47,55,34,0,0,0,3477,97715,343,0.814,0,9.1,0.983,90,0.515,0.713,75.9,33.438,11.342,0,13764,33.09,0.76
112,"Miami, FL",Brickell,,2100,3000,Pricey,"Brickell, Miami, FL",25.7601793,"Brickell, Miami, FL",-80.1958755,81,19856,60,15,0,0,10,100,0,248,0,0.221,3.573,0.913,1.333,0.7,0,0,98.9,14,31.1,71.407,19.1,29,68,41,74,65,17,78,16,0,4,20029,191148,466,0.749,31665,66,0.657,72,0.526,0.713,75.9,33.438,9.991,173,8092,27.55,1.24
113,"Miami, FL",Central Fort Lauderdale,,1100,,Cheap,"Central Fort Lauderdale, Miami, FL",26.1269953,"Central Fort Lauderdale, Miami, FL",-80.1439521,80,31531,24,8,62,0,11,1,35,1222,6.6,0.243,4.075,1.021,1,15.2,0,38.2,99.5,13,39.3,51.549,29.7,55,38,37,93,71,62,68,8,1,0,7555,183560,352,0.879,25669,10.9,0.949,94,0.479,0.713,75.9,33.438,15.825,106,9414,29.09,1.27
114,"Miami, FL",Coral Gables,,1599,2150,Average,"Coral Gables, Miami, FL",25.7491968,"Coral Gables, Miami, FL",-80.2635411,81,53500,30,15,0,8,10,56,13,1829,14.5,0.199,3.573,0.913,1.333,0.7,0,33.2,98.9,14,20.7,71.407,16.2,36,49,50,53,76,32,74,7,1,3,11815,186759,466,0.776,23252,10.6,0.798,85,0.526,0.713,75.9,33.438,8.589,56,9445,26.83,1.39
115,"Miami, FL",East Fort Lauderdale,,1550,2400,Average,"East Fort Lauderdale, Miami, FL",26.1368598,"East Fort Lauderdale, Miami, FL",-80.1128733,80,64091,64,36,0,0,11,10,6,865,33.3,0.338,4.075,1.021,1,15.2,0,0,99.5,0,22.3,51.549,13,63,57,69,54,59,43,45,4,0,1,8414,67781,352,0.631,5650,39,0.684,94,0.479,0.713,75.9,33.438,15.279,0,10719,28.35,0.84
116,"Miami, FL",Edgewater,,2000,3150,Pricey,"Edgewater, Miami, FL",25.8012185,"Edgewater, Miami, FL",-80.1898026,81,28542,26,10,21,0,10,72,20,1727,27.1,0.201,3.573,0.913,1.333,0.7,3.26E-05,52.5,98.9,15,31.5,71.407,21.1,37,43,38,80,61,30,69,10,0,1,13228,168366,466,0.328,42055,15.4,0.877,72,0.526,0.713,75.9,33.438,12.555,260,8692,30.61,0.98
117,"Miami, FL",Flamingo - Lummus,,1650,2300,Pricey,"Flamingo - Lummus, Miami, FL",25.7794289,"Flamingo - Lummus, Miami, FL",-80.1351217,81,32150,27,12,14,0,10,45,14,422,0,0.428,3.573,0.913,1.333,0.7,0,0,98.9,0,27.2,59.728,17.1,35,68,56,84,63,22,86,21,0,2,17167,102889,466,0.626,17691,41.3,0.704,77,0.526,0.713,75.9,33.438,8.746,171,8538,28.87,2.28
118,"Miami, FL",Hallandale Beach,,1400,1750,Average,"Hallandale Beach, Miami, FL",25.9752834,"Hallandale Beach, Miami, FL",-80.1430967,80,30145,26,6,32,0,11,23,12,1132,0,0.25,4.075,1.021,1,15.2,0,34.3,99.5,17,24.2,54.439,17.7,47,37,55,68,74,40,69,5,1,1,6100,163901,352,0.798,7362,9.8,0.687,91,0.479,0.713,75.9,33.438,8.793,49.333,9528,32.33,1.52
119,"Miami, FL",Hollywood,,1350,1700,Average,"Hollywood, Miami, FL",26.0086787,"Hollywood, Miami, FL",-80.1170355,80,44347,84,39,2,1,11,4,24,822,5,0.35,4.075,1.021,1,15.2,0,0,99.5,0,22.3,54.439,11.7,58,57,73,65,57,28,64,0,1,0,14981,100929,352,0.588,5650,48.2,0.496,86,0.479,0.713,75.9,33.438,8.047,11.667,9799,25,0.87
120,"Miami, FL",Jupiter,,1400,1800,Average,"Jupiter, Miami, FL",26.9148264,"Jupiter, Miami, FL",-80.0927329,81,134191,89,68,0,2,12,1,4,1520,49.8,0.181,4.228,1.021,1.667,5.6,0,0,97.7,0,21.5,41.408,18.2,57,59,68,50,41,19,37,1,0,0,1253,47455,343,0.478,0,43.4,0.289,92,0.515,0.713,75.9,33.438,7.964,0,13082,32.9,0.7
121,"Miami, FL",Miami,1325,1800,2225,Pricey,"Miami, Miami, FL",25.7616798,"Miami, Miami, FL",-80.1917902,81,107474,18,1,0,24,10,49,4,734,19.1,0.228,3.573,0.913,1.333,0.7,0,78.1,98.9,0,23.2,71.407,11.6,38,41,62,53,70,18,90,12,0,5,111347,156215,466,0.75,30030,28.5,0.665,72,0.526,0.713,75.9,33.438,9.925,113,7325,26.89,2.29
